"AGE","SEX","GEO","HLTH_PB","TIME","ISCED11","UNIT","Value","Flag and Footnotes"
"From 18 to 64 years","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 18 to 64 years","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 18 to 64 years","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8","e"
"From 18 to 64 years","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 18 to 64 years","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.3",""
"From 18 to 64 years","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.2",""
"From 18 to 64 years","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.5",""
"From 18 to 64 years","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"From 18 to 64 years","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 18 to 64 years","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"From 18 to 64 years","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"From 18 to 64 years","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.3",""
"From 18 to 64 years","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.2",""
"From 18 to 64 years","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 18 to 64 years","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"From 18 to 64 years","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 18 to 64 years","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"From 18 to 64 years","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.5",""
"From 18 to 64 years","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.2",""
"From 18 to 64 years","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 18 to 64 years","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 18 to 64 years","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 18 to 64 years","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.4",""
"From 18 to 64 years","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 18 to 64 years","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.4",""
"From 18 to 64 years","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.8",""
"From 18 to 64 years","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 18 to 64 years","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.7",""
"From 18 to 64 years","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.0",""
"From 18 to 64 years","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.1",""
"From 18 to 64 years","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 18 to 64 years","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.1",""
"18 years or over","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8","e"
"18 years or over","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.0",""
"18 years or over","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"18 years or over","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"18 years or over","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.4",""
"18 years or over","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"18 years or over","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"18 years or over","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"18 years or over","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"18 years or over","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.3",""
"18 years or over","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"18 years or over","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"18 years or over","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"18 years or over","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"18 years or over","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"18 years or over","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.4",""
"18 years or over","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.5",""
"18 years or over","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"18 years or over","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"18 years or over","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"18 years or over","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.4",""
"18 years or over","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"18 years or over","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"18 years or over","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.5",""
"18 years or over","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"18 years or over","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.0",""
"18 years or over","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.2",""
"18 years or over","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.6",""
"18 years or over","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"18 years or over","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"18 years or over","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5","e"
"18 years or over","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"18 years or over","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.4",""
"18 years or over","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"18 years or over","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.9",""
"18 years or over","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"18 years or over","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"18 years or over","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.4",""
"18 years or over","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"18 years or over","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.1",""
"18 years or over","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"18 years or over","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.4",""
"18 years or over","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"18 years or over","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"18 years or over","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"18 years or over","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"18 years or over","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.6",""
"18 years or over","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"18 years or over","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"18 years or over","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"18 years or over","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"18 years or over","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"18 years or over","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"18 years or over","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"18 years or over","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.1",""
"18 years or over","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.6",""
"18 years or over","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"18 years or over","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"18 years or over","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.0",""
"18 years or over","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
"18 years or over","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.9","e"
"18 years or over","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.2",""
"18 years or over","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"18 years or over","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.6",""
"18 years or over","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"18 years or over","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.0",""
"18 years or over","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"18 years or over","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"18 years or over","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.2",""
"18 years or over","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.2",""
"18 years or over","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"18 years or over","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"18 years or over","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"18 years or over","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"18 years or over","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"18 years or over","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.1",""
"18 years or over","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.3",""
"18 years or over","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"18 years or over","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"18 years or over","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"18 years or over","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.2",""
"18 years or over","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"18 years or over","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"18 years or over","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"18 years or over","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7",""
"18 years or over","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.4",""
"18 years or over","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.8",""
"18 years or over","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.2",""
"18 years or over","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"18 years or over","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.8",""
"From 20 to 24 years","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8","e"
"From 20 to 24 years","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 20 to 24 years","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","0.9",""
"From 20 to 24 years","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"From 20 to 24 years","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.9",""
"From 20 to 24 years","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.0",""
"From 20 to 24 years","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.6",""
